No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
91,tbba001g.注文メモ２,注文メモ２,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.注文メモ２）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.注文メモ２」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,注文メモ２の名称・文字列情報
92,tbba001g.注文任意メモ,注文任意メモ,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.注文任意メモ）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.注文任意メモ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,注文任意メモの名称・文字列情報
93,tbba001g.テリトリ部署コード,テリトリ部署コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.テリトリ部署コード）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.テリトリ部署コード」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,テリトリ部署コードを識別するコード/番号情報
94,tbba001g.直納区分,直納区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.直納区分）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.直納区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,直納区分を表す区分/フラグ情報
95,tbba001g.担当物流センター,担当物流センター,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.担当物流センター）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.担当物流センター」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,担当物流センターに関する項目
96,tbba001g.追工メモ,追工メモ,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.追工メモ）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.追工メモ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,追工メモの名称・文字列情報
97,tbba001g.フリート,フリート,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.フリート）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.フリート」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,フリートに関する項目
98,tbba001g.例外,例外,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.例外）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.例外」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,例外に関する項目
99,tbba001g.受注報告一覧出力済ＦＬＧ,受注報告一覧出力済ＦＬＧ,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.受注報告一覧出力済ＦＬＧ）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.受注報告一覧出力済ＦＬＧ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,受注報告一覧出力済ＦＬＧに関する項目
100,tbba001g.有玉販売区分,有玉販売区分,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.有玉販売区分）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.有玉販売区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,有玉販売区分を表す区分/フラグ情報
101,tbba001g.振当条件完備日,振当条件完備日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.振当条件完備日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.振当条件完備日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,振当条件完備日に関する日付/年月情報
102,tbba001g.ＰＡＬ注文書作成日,ＰＡＬ注文書作成日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.ＰＡＬ注文書作成日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.ＰＡＬ注文書作成日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ＰＡＬ注文書作成日に関する日付/年月情報
103,tbba001g.受注発生日,受注発生日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.受注発生日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.受注発生日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,受注発生日に関する日付/年月情報
104,tbba001g.受注計上日,受注計上日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.受注計上日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.受注計上日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,受注計上日に関する日付/年月情報
105,tbba001g.受注日,受注日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.受注日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.受注日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,受注日に関する日付/年月情報
106,tbba001g.条件変更日,条件変更日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.条件変更日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.条件変更日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,条件変更日に関する日付/年月情報
107,tbba001g.仕向先,仕向先,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.仕向先）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.仕向先」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,仕向先に関する項目
108,tbba001g.オーダーＮＯ,オーダーＮＯ,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.オーダーＮＯ）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.オーダーＮＯ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,オーダーＮＯを識別するコード/番号情報
109,tbba001g.型式ハイフン前,型式ハイフン前,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.型式ハイフン前）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.型式ハイフン前」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,型式ハイフン前に関する項目
110,tbba001g.フレームＮＯ,フレームＮＯ,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.フレームＮＯ）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.フレームＮＯ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,フレームＮＯを識別するコード/番号情報
111,tbba001g.仕入日,仕入日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.仕入日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.仕入日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,仕入日に関する日付/年月情報
112,tbba001g.振当可能日,振当可能日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.振当可能日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.振当可能日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,振当可能日に関する日付/年月情報
113,tbba001g.振当計上日,振当計上日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.振当計上日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.振当計上日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,振当計上日に関する日付/年月情報
114,tbba001g.仮振当日,仮振当日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.仮振当日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.仮振当日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,仮振当日に関する日付/年月情報
115,tbba001g.振当日,振当日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.振当日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.振当日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,振当日に関する日付/年月情報
116,tbba001g.振当取消日,振当取消日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.振当取消日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.振当取消日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,振当取消日に関する日付/年月情報
117,tbba001g.振当取消理由,振当取消理由,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.振当取消理由）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.振当取消理由」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,振当取消理由に関する項目
118,tbba001g.希望納期,希望納期,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.希望納期）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.希望納期」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,希望納期に関する項目
119,tbba001g.登録希望日,登録希望日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.登録希望日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.登録希望日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,登録希望日に関する日付/年月情報
120,tbba001g.登録日,登録日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.登録日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.登録日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,登録日に関する日付/年月情報
121,tbba001g.本部書類全完日,本部書類全完日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.本部書類全完日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.本部書類全完日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,本部書類全完日に関する日付/年月情報
122,tbba001g.店舗書類全完日,店舗書類全完日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.店舗書類全完日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.店舗書類全完日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,店舗書類全完日に関する日付/年月情報
123,tbba001g.登録代行依頼元販売店コード,登録代行依頼元販売店コード,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.登録代行依頼元販売店コード）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.登録代行依頼元販売店コード」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,登録代行依頼元販売店コードを識別するコード/番号情報
124,tbba001g.登録代行受付日,登録代行受付日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.登録代行受付日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.登録代行受付日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,登録代行受付日に関する日付/年月情報
125,tbba001g.登録取消計上日,登録取消計上日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.登録取消計上日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.登録取消計上日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,登録取消計上日に関する日付/年月情報
126,tbba001g.売上取消計上日,売上取消計上日,STRING,有,なし,なし,なし,ai21rep_ve_dx.tbba001g,SQL SELECT句参照（別名: tbba001g.売上取消計上日）,tbba001g 由来項目をレポート用の日本語別名「tbba001g.売上取消計上日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,売上取消計上日に関する日付/年月情報
